"FAWN Station","Period","2m Rain tot (in)","2m Rain max over 15min (in)","N (# obs)"
"Homestead","28 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  9:00 PM","0.19","0.17","4"
"Homestead","28 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","28 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","29 Jun 2023  11:00 AM","0.01","0.01","4"
"Homestead","29 Jun 2023  12:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  1:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  5:00 PM","0.76","0.52","4"
"Homestead","29 Jun 2023  6:00 PM","1.40","0.95","4"
"Homestead","29 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  8:00 PM","0.23","0.17","4"
"Homestead","29 Jun 2023  9:00 PM","0.04","0.02","4"
"Homestead","29 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","29 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  12:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  1:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  2:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  3:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  4:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  5:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  6:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  7:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  8:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  9:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  10:00 AM","0.00","0.00","4"
"Homestead","30 Jun 2023  11:00 AM","0.01","0.01","4"
"Homestead","30 Jun 2023  12:00 PM","0.02","0.02","4"
"Homestead","30 Jun 2023  1:00 PM","0.02","0.01","4"
"Homestead","30 Jun 2023  2:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  3:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  4:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  5:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  6:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  7:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  8:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  9:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  10:00 PM","0.00","0.00","4"
"Homestead","30 Jun 2023  11:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","1 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  1:00 PM","0.10","0.08","4"
"Homestead","1 Jul 2023  2:00 PM","0.10","0.08","4"
"Homestead","1 Jul 2023  3:00 PM","0.02","0.02","4"
"Homestead","1 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  6:00 PM","0.01","0.01","4"
"Homestead","1 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","1 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","2 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  2:00 PM","0.88","0.46","4"
"Homestead","2 Jul 2023  3:00 PM","0.01","0.01","4"
"Homestead","2 Jul 2023  4:00 PM","0.03","0.02","4"
"Homestead","2 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","2 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  4:00 AM","0.01","0.01","4"
"Homestead","3 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","3 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  3:00 PM","0.04","0.04","4"
"Homestead","3 Jul 2023  4:00 PM","0.01","0.01","4"
"Homestead","3 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","3 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","4 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","4 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","5 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","5 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","6 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  3:00 PM","0.16","0.16","4"
"Homestead","6 Jul 2023  4:00 PM","1.06","0.64","4"
"Homestead","6 Jul 2023  5:00 PM","0.36","0.29","4"
"Homestead","6 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","6 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  12:00 AM","0.40","0.40","4"
"Homestead","7 Jul 2023  1:00 AM","0.01","0.01","4"
"Homestead","7 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","7 Jul 2023  12:00 PM","0.01","0.01","4"
"Homestead","7 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  2:00 PM","0.05","0.05","4"
"Homestead","7 Jul 2023  3:00 PM","0.01","0.01","4"
"Homestead","7 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  5:00 PM","0.01","0.01","4"
"Homestead","7 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","7 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","8 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","8 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","9 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","9 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","10 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","10 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","11 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","11 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","12 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","12 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","13 Jul 2023  12:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  1:00 PM","1.85","0.70","4"
"Homestead","13 Jul 2023  2:00 PM","0.19","0.10","4"
"Homestead","13 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","13 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","14 Jul 2023  12:00 PM","1.06","0.60","4"
"Homestead","14 Jul 2023  1:00 PM","0.02","0.02","4"
"Homestead","14 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  3:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  4:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  8:00 PM","0.01","0.01","4"
"Homestead","14 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","14 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  1:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  2:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  3:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  4:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  5:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  6:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  7:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  8:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  9:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  10:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  11:00 AM","0.00","0.00","4"
"Homestead","15 Jul 2023  12:00 PM","0.22","0.15","4"
"Homestead","15 Jul 2023  1:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  2:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  3:00 PM","0.11","0.05","4"
"Homestead","15 Jul 2023  4:00 PM","0.06","0.05","4"
"Homestead","15 Jul 2023  5:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  6:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  7:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  8:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  9:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  10:00 PM","0.00","0.00","4"
"Homestead","15 Jul 2023  11:00 PM","0.00","0.00","4"
"Homestead","16 Jul 2023  12:00 AM","0.00","0.00","4"
"Homestead","16 Jul 2023  1:00 AM","0.00","0.00","4"
