"FAWN Station","Period","2m Rain tot (in)","2m Rain max over 15min (in)","N (# obs)"
"Homestead","2 Aug 2023  4:00 PM","0.04","0.03","4"
"Homestead","2 Aug 2023  5:00 PM","0.05","0.03","4"
"Homestead","2 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","2 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","3 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  2:00 PM","0.27","0.27","4"
"Homestead","3 Aug 2023  3:00 PM","2.09","1.24","4"
"Homestead","3 Aug 2023  4:00 PM","0.01","0.01","4"
"Homestead","3 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","3 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","4 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  1:00 PM","0.01","0.01","4"
"Homestead","4 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","4 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","5 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","5 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","6 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  6:00 PM","0.26","0.15","4"
"Homestead","6 Aug 2023  7:00 PM","0.31","0.25","4"
"Homestead","6 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","6 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  9:00 AM","0.01","0.01","4"
"Homestead","7 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","7 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","7 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","8 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  1:00 PM","0.14","0.14","4"
"Homestead","8 Aug 2023  2:00 PM","0.18","0.18","4"
"Homestead","8 Aug 2023  3:00 PM","0.01","0.01","4"
"Homestead","8 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","8 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","9 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  2:00 PM","0.47","0.21","4"
"Homestead","9 Aug 2023  3:00 PM","0.01","0.01","4"
"Homestead","9 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","9 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","10 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  5:00 PM","0.93","0.50","4"
"Homestead","10 Aug 2023  6:00 PM","0.06","0.06","4"
"Homestead","10 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","10 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","11 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  2:00 PM","1.31","0.66","4"
"Homestead","11 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","11 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","12 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","12 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  3:00 AM","0.01","0.01","4"
"Homestead","13 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","13 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","13 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","14 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","14 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","15 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","15 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","15 Aug 2023  1:00 PM","0.15","0.11","4"
"Homestead","15 Aug 2023  2:00 PM","2.00","0.72","4"
"Homestead","15 Aug 2023  3:00 PM","0.72","0.30","4"
"Homestead","15 Aug 2023  4:00 PM","0.10","0.07","4"
"Homestead","15 Aug 2023  5:00 PM","0.02","0.01","4"
"Homestead","15 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","15 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","15 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","15 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","15 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","15 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  12:00 AM","0.01","0.01","4"
"Homestead","16 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","16 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  6:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","16 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","17 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","17 Aug 2023  3:00 PM","0.00","0.00","1"
"Homestead","17 Aug 2023  4:00 PM","0.02","0.02","4"
"Homestead","17 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","17 Aug 2023  6:00 PM","0.03","0.03","4"
"Homestead","17 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","17 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","17 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","17 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","17 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","18 Aug 2023  11:00 AM","0.51","0.26","4"
"Homestead","18 Aug 2023  12:00 PM","0.09","0.05","4"
"Homestead","18 Aug 2023  1:00 PM","0.03","0.02","4"
"Homestead","18 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  6:00 PM","0.01","0.01","4"
"Homestead","18 Aug 2023  7:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  8:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  10:00 PM","0.00","0.00","4"
"Homestead","18 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  12:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  7:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  8:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  9:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  10:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  11:00 AM","0.00","0.00","4"
"Homestead","19 Aug 2023  12:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  1:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  2:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  3:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  4:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  5:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  6:00 PM","0.09","0.08","4"
"Homestead","19 Aug 2023  7:00 PM","0.05","0.02","4"
"Homestead","19 Aug 2023  8:00 PM","0.09","0.05","4"
"Homestead","19 Aug 2023  9:00 PM","0.00","0.00","4"
"Homestead","19 Aug 2023  10:00 PM","0.03","0.02","4"
"Homestead","19 Aug 2023  11:00 PM","0.00","0.00","4"
"Homestead","20 Aug 2023  12:00 AM","0.01","0.01","4"
"Homestead","20 Aug 2023  1:00 AM","0.00","0.00","4"
"Homestead","20 Aug 2023  2:00 AM","0.00","0.00","4"
"Homestead","20 Aug 2023  3:00 AM","0.00","0.00","4"
"Homestead","20 Aug 2023  4:00 AM","0.00","0.00","4"
"Homestead","20 Aug 2023  5:00 AM","0.00","0.00","4"
"Homestead","20 Aug 2023  6:00 AM","0.00","0.00","4"
"Homestead","20 Aug 2023  7:00 AM","0.01","0.01","4"
"Homestead","20 Aug 2023  8:00 AM","0.11","0.11","4"
